2010,"Case Study of Feature Location Using Dependence Graph, after 10 Years","Kunrong Chen, Václav Rajlich",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=40
2010,Automatic Extraction of a WordNet-Like Identifier Network from Software,"J.-R. Falleri, M. Huchard, M. Lafourcade, C. Nebut, V. Prince, M. Dao",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=12
2010,Using Data Fusion and Web Mining to Support Feature Location in Software,"Meghan Revelle, Bogdan Dit, Denys Poshyvanyk",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=10
2010,Extracting Source Code from E-Mails,"Alberto Bacchelli, Marco D'Ambros, Michele Lanza",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=47
2010,Visual Support for Understanding Product Lines,"Janet Feigenspan, Christian Kästner, Mathias Frisch, Raimund Dachselt, Sven Apel",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=15
2010,Patrools: Visualizing the Polymorphic Usage of Class Hierarchies,Petru Florin Mihancea,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=35
2010,Renaming Parts of Identifiers Consistently within Code Clones,"Patricia Jablonski, Daqing Hou",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=23
2010,DepDigger: A Tool for Detecting Complex Low-Level Dependencies,"Dirk Beyer, Ashgan Fararooy",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=52
2010,CheckDep: A Tool for Tracking Software Dependencies,"Dirk Beyer, Ashgan Fararooy",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=51
2010,Featureous: A Tool for Feature-Centric Analysis of Java Software,"Andrzej Olszak, Bo Nørregaard Jørgensen",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=27
2010,DynaRIA: A Tool for Ajax Web Application Comprehension,"Domenico Amalfitano, Anna Rita Fasolino, Armando Polcaro, Porfirio Tramontana",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=16
2010,The ConAn Tool to Identify Crosscutting Concerns in Object Oriented Systems,"Mario Luca Bernardi, Giuseppe Antonio Di Lucca",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=34
2010,Unibench: A Tool for Automated and Collaborative Benchmarking,"Daniel Rolls, Carl Joslin, Sven-Bodo Scholz",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=36
2010,Recovering Traceability Links between Business Process and Software System Components,"Lerina Aversano, Fiammetta Marulli, Maria Tortorella",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=54
2010,Multi-touch for Software Exploration,"Sandro Boccuzzo, Harald C. Gall",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=30
2010,Towards Developing a Meta-model for Comprehending Software Adaptability,"Mehdi Amoui, Sen Li, Edson A. Oliveira Jr., Ladan Tahvildari",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=50
2010,Sound as an Aid in Understanding Low-Level Program Architecture,Lewis Berman,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=55
2010,"SVS, BORS, SVSi: Three Strategies to Relate Problem and Program Domains","Mario M. Berón, Maria João V. Pereira, Nuno Oliveira, Daniela da Cruz",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=24
2010,Contract-Based Slicing Helps on Safety Reuse,"Sérgio Areias, Daniela da Cruz, Jorge Sousa Pinto",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=44
2010,On the Comparability of Software Clustering Algorithms,"Mark Shtern, Vassilios Tzerpos",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=25
