2002,An Open Visualization Toolkit for Reverse Architecting.,"Alexandru Telea, Alessandro Maccari, Claudio Riva",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021303
2002,Experience with FADE for the Visualization and Abstraction of Software Views.,Aaron J. Quigley,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021304
2002,Mining System-User Interaction Traces for Use Case Models.,"Mohammad El-Ramly, Eleni Stroulia, Paul G. Sorenson",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021305
2002,Comprehension of Object-Oriented Software Cohesion: The Empirical Quagmire.,"Steve Counsell, Emilia Mendes, Stephen Swift",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021308
2002,Aspects of Internal Program Documentation - An Elucidative Perspective.,"Thomas Vestdam, Kurt Nørmark",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021315
2002,Pattern-Supported Architecture Recovery.,"Martin Pinzger, Harald C. Gall",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021318
2002,Where's the Schema? A Taxonomy of Patterns for Software Exchange.,"Dean Jin, James R. Cordy, Thomas R. Dean",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021320
2002,Theory-based Analysis of Cognitive Support in Software Comprehension Tools.,Andrew Walenstein,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021322
2002,Enhancing Program Comprehension with Recovered State Models.,"Stéphane S. Somé, Timothy Lethbridge",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021325
2002,An Empirical Study of the Effect of Semantic Differences on Programmer Comprehension.,David Binkley,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021327
2002,Evaluating Using Animation to Improve Understanding of Sequence Diagrams.,"Elizabeth Burd, Dawn Overy, Ady Wheetman",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021329
2002,On Using a Benchmark to Evaluate C++ Extractors.,"Susan Elliott Sim, Richard C. Holt, Steve M. Easterbrook",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021331
2002,An Integrated Approach for Studying Architectural Evolution.,"Qiang Tu, Michael W. Godfrey",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021334
2002,Building Program Understanding Tools Using Visitor Combinators.,"Arie van Deursen, Joost Visser",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021335
2002,Program Comprehension Experiences with GXL; Comprehension for Comprehension.,"Claire Knight, Malcolm Munro",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021336
2002,Compression Techniques to Simplify the Analysis of Large Execution Traces.,"Abdelwahab Hamou-Lhadj, Timothy Lethbridge",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021337
2002,Dependence-Cache Slicing: A Program Slicing Method Using Lightweight Dynamic Information.,"Tomonori Takada, Fumiaki Ohata, Katsuro Inoue",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021338
2002,Architecture Recovery of Dynamically Linked Applications: A Case Study.,"Igor Ivkovic, Michael W. Godfrey",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021339
2002,Fused Data-Centric Visualizations for Software Evolution Environments.,"Jens H. Jahnke, Hausi A. Müller, Andrew Walenstein, Nikolai Mansurov, Kenny Wong",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021340
2002,Evolving Ispell: A Case Study of Program Understanding for Reuse.,"Lerina Aversano, Gerardo Canfora, Andrea De Lucia, Silvio Stefanucci",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021341
2002,Traceability Recovery in RAD Software Systems.,"Massimiliano Di Penta, Sara Gradara, Giuliano Antoniol",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021342
2002,Lightweight Impact Analysis using Island Grammars.,Leon Moonen,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021343
2002,Relocating XML Elements from Preprocessed to Unprocessed Code.,"Anthony Cox, Charles L. A. Clarke",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021344
2002,Using Graph Patterns to Extract Scenarios.,"Jingwei Wu, Ahmed E. Hassan, Richard C. Holt",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021345
2002,Slicing Aspect-Oriented Software.,Jianjun Zhao,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021346
2002,Comprehending Web Applications by a Clustering Based Approach.,"Giuseppe A. Di Lucca, Anna Rita Fasolino, F. Pace, Porfirio Tramontana, Ugo de Carlini",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021347
2002,The Role of Concepts in Program Comprehension.,"Václav Rajlich, Norman Wilde",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021348
2002,Constructivism and Program Comprehension Strategies.,Christopher Exton,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021349
2002,On Selecting Software Visualization Tools for Program Understanding in an Industrial Context.,"Scott R. Tilley, Shihong Huang",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021350
2002,Source Code Files as Structured Documents.,"Jonathan I. Maletic, Michael L. Collard, Andrian Marcus",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1021351
