2006,What?s in a Name? A Study of Identifiers,"Dawn Lawrie, Christopher Morrell, Henry Feild, David Binkley",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=51
2006,Building Usage Contexts During Program Comprehension,"Chris Parnin, Carsten Gorg",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=14
2006,Digging the Development Dust for Refactorings,"Curtis Schofield, Brendan Tansey, Zhenchang Xing, Eleni Stroulia",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=18
2006,Classifying Change Types for Qualifying Change Couplings,"Beat Fluri, Harald C. Gall",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=16
2006,Studying the Evolution of Software Systems Using Change Clusters,"Jay Kothari, Ali Shokoufandeh, Spiros Mancoridis, Ahmed E. Hassan",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=44
2006,How Developers Copy,"Mihai Balint, Radu Marinescu, Tudor Girba",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=25
2006,A Synergistic Approach to Program Comprehension,"Bradley L. Vinz, Letha H. Etzkorn",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=7
2006,How Webmining and Coupling Metrics Improve Early Program Comprehension,"Andy Zaidman, Bart Du Bois, Serge Demeyer",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=26
2006,Programs are Knowledge Bases,"Daniel Ratiu, Florian Deissenboeck",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=41
2006,Dynamic Analysis of Software Systems using Execution Pattern Mining,"Hossein Safyallah, Kamran Sartipi",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=19
2006,Layered Program Auralization: Using Music to Increase Runtime Program Comprehension and Debugging Effectiveness,"Andreas Stefik, Kelly Fitz, Roger Alexander",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=33
2006,Integrating Reverse Engineering Tools Using a Service-Sharing Methodology,"Dean Jin, James R. Cordy",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=30
2006,An Architecture to Support Model Driven Software Visualization,"R. Ian Bull, Margaret-Anne Storey, Jean-Marie Favre, Marin Litoiu",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=11
