1998,Pattern Visualization for Software Comprehension.,"Reinhard Schauer, Rudolf K. Keller",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693273
1998,Visualizing Year 2000 Program Changes.,"Susan K. Burkwald, Stephen G. Eick, Kurt D. Rivard, John D. Pyrce",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693275
1998,Visualizing Software in Virtual Reality.,"Peter Young, Malcolm Munro",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693276
1998,Developing an Approach for the Recovery of Distributed Software Architectures.,"Nabor C. Mendonça, Jeff Kramer",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693279
1998,An Analysis Framework for Understanding Layered Software Architectures.,"Bruno Laguë, Charles Leduc, André Le Bon, Ettore Merlo, Michel Dagenais",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693281
1998,Using Automatic Clustering to Produce High-Level System Organizations of Source Code.,"Spiros Mancoridis, Brian S. Mitchell, Chris Rorres, Yih-Farn Chen, Emden R. Gansner",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693283
1998,An Architecture for Interoperable Program Understanding Tools.,"Steven Woods, Liam O'Brien, Tao Lin, Keith Gallagher, Alex Quilici",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693285
1998,"Managing a Multi-File, Multi-Language Software Repository for Program Comprehension Tools 3/4 A Generic Approach.",Manfred Kamp,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693287
1998,DIME: A Direct Manipulation Environment for Evolutionary Development of Software.,Arun Lakhotia,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693289
1998,The Effect of Object-Oriented Programming Expertise in Several Dimensions of Comprehension Strategies.,"Françoise Détienne, Jean-Marie Burkhardt, Susan Wiedenbeck",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693294
1998,Rapid System Understanding: Two COBOL Case Studies.,"Arie van Deursen, Tobias Kuipers",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693319
1998,Partial Comprehension of Complex Programs (enough to perform maintenance).,"Katalin Erdös, Harry M. Sneed",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693322
1998,Current Parsing Techniques in Software Renovation Considered Harmful.,"Mark van den Brand, M. P. A. Sellink, Chris Verhoef",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693325
1998,Parsing Minimization when Extracting Information from Code in the Presence of Conditional Compilation.,"Stéphane S. Somé, Timothy Lethbridge",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693328
1998,Specifying the Semantics of Machine Instructions.,"Cristina Cifuentes, Shane Sendall",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693332
1998,Decomposing Legacy Programs: A First Step Towards Migrating to Client-Server Platforms.,"Gerardo Canfora, Aniello Cimitile, Andrea De Lucia, Giuseppe A. Di Lucca",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693336
1998,Program Slicing in Understanding of Large Programs.,"Bogdan Korel, Juergen Rilling",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693339
1998,Design Pattern Recovery in Object-Oriented Software.,"Giuliano Antoniol, Roberto Fiutem, L. Cristoforetti",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693342
1998,Program Understanding Behavior During Adaptation of Large Scale Software.,"Anneliese von Mayrhauser, A. Marie Vans",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693345
1998,Studying Work Practices to Assist Tool Design in Software Engineering.,"Janice Singer, Timothy Lethbridge",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693348
1998,Archetypal Source Code Searches: A Survey of Software Developers and Maintainers.,"Susan Elliott Sim, Charles L. A. Clarke, Richard C. Holt",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693351
1998,Design of a Toolset for Dynamic Analysis of Concurrent Java Program.,"Alessio Bechini, Kuo-Chung Tai",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693354
1998,The Feedback Compiler.,"David Binkley, Bruce Duncan, Brennan Jubb, April Wielgosz",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693358
1998,Automatic Detection of Interaction Patterns for Parallel Program Analysis and Development .,"Beniamino Di Martino, Antonino Mazzeo, Nicola Mazzocca, Umberto Villano",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=693361
