2008,Scalable Program Comprehension for Analyzing Complex Defects,Suraj C. Kothari,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=44
2008,The Reuse of Grammars with Embedded Semantic Actions,Terence Parr,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=36
2008,Partial Domain Comprehension in Software Evolution and Maintenance,"Maksym Petrenko, V?clav Rajlich, Radu Vanciu",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=14
2008,Refining Existing Theories of Program Comprehension During Maintenance for Concurrent Software,"Scott D. Fleming, Eileen Kraemer, R. E. K. Stirewalt, Laura K. Dillon, Shaohua Xie",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=40
2008,Identifying Architectural Change Patterns in Object-Oriented Systems,"Xinyi Dong, Michael W. Godfrey",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=19
2008,A Toolkit for Visualizing the Runtime Behavior of TinyOS Applications,"Andrew R. Dalton, Jason O. Hallstrom",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=22
2008,"CERBERUS: Tracing Requirements to Source Code Using Information Retrieval, Dynamic Analysis, and Program Analysis","Marc Eaddy, Alfred V. Aho, Giuliano Antoniol, Yann-Ga? Gu?h?neuc",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=39
2008,Exploiting Runtime Information in the IDE,"David R?thlisberger, Orla Greevy, Oscar Nierstrasz",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=32
2008,Do Dynamic Object Process Graphs Support Program Understanding? - A Controlled Experiment.,Jochen Quante,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=15
2008,Impact of Limited Memory Resources,"Dave Binkley, Dawn Lawrie, Steve Maex, Christopher Morrell",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=31
2008,Data Model Comprehension: An Empirical Comparison of ER and UML Class Diagrams,"Andrea De Lucia, Carmine Gravino, Rocco Oliveto, Genoveffa Tortora",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=26
2008,A Traceability Technique for Specifications,"Aharon Abadi, Mordechai Nisenson, Yahalomit Simionovici",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=30
2008,On the Use of Domain Terms in Source Code,"Sonia Haiduc, Andrian Marcus",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=29
2008,Identifying Word Relations in Software: A Comparative Study of Semantic Similarity Tools,"Giriprasad Sridhara, Emily Hill, Lori Pollock, K. Vijay-Shanker",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=18
