1999,Comprehension with[in] Virtual Environment Visualisations.,"Claire Knight, Malcolm Munro",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777733
1999,Improving the Visibility of Graphical Program Displays: An Experimental Study.,"Panagiotis K. Linos, Esther T. Ososanya, Vijay Karunakaran",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777735
1999,Program Visualisation using C++ Lenses.,"James Westland Cain, Rachel Jane McCrindle",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777738
1999,Reconstructing Ownership Architectures To Help Understand Software Systems.,"Ivan T. Bowman, Richard C. Holt",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777740
1999,An Architecture for Automated Software Maintenance.,"M. P. A. Sellink, Chris Verhoef",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777742
1999,Extending Software Quality Assessment Techniques to Java Systems.,"Jean-François Patenaude, Ettore Merlo, Michel Dagenais, Bruno Laguë",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777743
1999,Improving Software Comprehension through an Automated Dependency Tracer.,"Anna Rita Fasolino, Giuseppe Visaggio",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777744
1999,An Application of Fuzzy Reasoning to Support Automated Program Comprehension.,"Ilene Burnstein, Floyd Saner",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777745
1999,Understanding COBOL Systems using Inferred Types.,"Arie van Deursen, Leon Moonen",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777746
1999,Restructuring Parallel Programs by Transformation of Point-To-Point Interactions into Collective Communication.,"Beniamino Di Martino, Antonino Mazzeo, Nicola Mazzocca, Umberto Villano",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777747
1999,"Comprehending a Complex, Distributed, Object-Oriented Software System a Report from the Field.","Harry M. Sneed, Tomas Dombovari",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777761
1999,Black-Box Understanding of COTS Components.,Bogdan Korel,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777748
1999,The Relationship of Slicing and Debugging to Program Understanding.,"Margaret Ann Francel, Spencer Rugaber",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777749
1999,Parsing C++ Despite Missing Declarations.,"Gregory Knapen, Bruno Laguë, Michel Dagenais, Ettore Merlo",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777750
1999,Slicing Concurrent Java Programs.,Jianjun Zhao,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777751
1999,A Case Study of Applying an Eclectic Approach to Identify Objects in Code.,"Gerardo Canfora, Aniello Cimitile, Andrea De Lucia, Giuseppe A. Di Lucca",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777752
1999,On Managing Classes for Evolving Software.,Liwu Li,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777753
1999,Evolving Object Oriented Design to Improve Code Traceability.,"Giuliano Antoniol, Alessandra Potrich, Paolo Tonella, Roberto Fiutem",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777754
1999,Empirical Evaluation of Hypertextual Information Access from Program Text.,Jussi Koskinen,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777755
1999,On the Role of Static Analysis during Software Maintenance.,"Anneliese von Mayrhauser, Stephen Lang",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777756
1999,The Evolution of Websites.,"Paul Warren, Cornelia Boldyreff, Malcolm Munro",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777757
1999,Recovery of Jump Table Case Statements from Binary Code.,"Cristina Cifuentes, Mike Van Emmerik",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777758
1999,The SPARAMAT Approach to Automatic Comprehension of Sparse Matrix Computations.,"Christoph W. Keßler, Craig Smith",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777759
1999,Program Simplification as a Means of Approximating Undecidable Propositions.,"Mark Harman, Chris Fox, Robert M. Hierons, David Binkley, Sebastian Danicic",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=777760
