2009,Intensions are a key to program comprehension.,Václav Rajlich,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090022
2009,Variable granularity for improving precision of impact analysis.,"Maksym Petrenko, Václav Rajlich",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090023
2009,Automatically identifying changes that impact code-to-design traceability.,"Maen Hammad, Michael L. Collard, Jonathan I. Maletic",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090024
2009,Automatic classication of large changes into maintenance categories.,"Abram Hindle, Daniel M. Germán, Michael W. Godfrey, Richard C. Holt",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090025
2009,A plethora of paths.,Eric Larson,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090026
2009,Practical static analysis for inference of security-related program properties.,"Yin Liu, Ana Milanova",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090027
2009,Impact analysis and visualization toolkit for static crosscutting in AspectJ.,"Dehua Zhang, Ekwa Duala-Ekoko, Laurie J. Hendren",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090028
2009,BugFix: A learning-based tool to assist developers in fixing bugs.,"Dennis Jeffrey, Min Feng, Neelam Gupta, Rajiv Gupta",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090029
2009,Resumption strategies for interrupted programming tasks.,"Chris Parnin, Spencer Rugaber",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090030
2009,Using activity traces to characterize programming behaviour beyond the lab.,"Gail C. Murphy, Petcharat Viriyakattiyaporn, David C. Shepherd",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090031
2009,An in-vivo study of the cognitive levels employed by programmers during software maintenance.,"Tara Kelly, Jim Buckley",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090032
2009,Trace visualization for program comprehension: A controlled experiment.,"Bas Cornelissen, Andy Zaidman, Arie van Deursen, Bart Van Rompaey",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5090033
