2001,"Systems Evolution, Components and Services: Understanding the New Software Environment.",Keith H. Bennett,no link
2001,Software Visualization Tools: Survey and Analysis.,"Sarita Bassil, Rudolf K. Keller",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921708
2001,Mediating Diverse Visualisations for Comprehension.,"Claire Knight, Malcolm Munro",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921710
2001,Visualizing Object-Oriented Software in Virtual Reality.,"Jonathan I. Maletic, Andrian Marcus, Greg Dunlap, Jason Leigh",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921711
2001,Effects of Pointers on Data Dependences.,"Alessandro Orso, Saurabh Sinha, Mary Jean Harrold",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921712
2001,Program Slice Browser.,"Yunbo Deng, Suraj C. Kothari, Yogy Namara",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921713
2001,Understanding Distributed Systems via Execution Trace Data.,"Johan Moe, David A. Carr",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921714
2001,Inference-Based and Expectation-Based Processing in Program Comprehension.,"Michael P. O'Brien, Jim Buckley",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921715
2001,Navigation and Comprehension of Programs by Novice Programmers.,"Russell Mosemann, Susan Wiedenbeck",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921716
2001,Backward Conditioning: A New Program Specialisation Technique and Its Application to Program Comprehension.,"Chris Fox, Sebastian Danicic, Mark Harman, Robert M. Hierons",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921717
2001,Simplicity: A Key Engineering Concept for Program Understanding.,"Yang Li, Hongji Yang",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921718
2001,SHriMP Views: An Interactive Environment for Exploring Java Programs.,"Margaret-Anne D. Storey, Casey Best, Jeff Michaud",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921719
2001,Automated Analysis of Scientific and Engineering Semantics.,Mark E. M. Stewart,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921720
2001,Alborz: A Query-based Tool for Software Architecture Recovery.,Kamran Sartipi,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921721
2001,Report from the Dagstuhl Seminar on Interoperability of Reengineering Tools.,Timothy Lethbridge,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921722
2001,Structure-Behavior-Function Program Understanding.,"Eleni Stroulia, Tarja Systä",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921723
2001,Software Architecture: Leverage for System/Program Comprehension.,Dewayne E. Perry,no link
2001,Processing Software Source Text in Automated Design Recovery and Transformation.,"Andrew J. Malton, Kevin A. Schneider, James R. Cordy, Thomas R. Dean, Darren Cousineau, Jason Reynolds",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921724
2001,A Flexible Method for Segmentation in Concept Assignmen.,"Nicolas Gold, Keith H. Bennett",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921725
2001,HSML: Design Directed Source Code Hot Spots.,"James R. Cordy, Kevin A. Schneider, Thomas R. Dean, Andrew J. Malton",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921726
2001,Reverse Engineering Meets Data Analysis.,"Periklis Andritsos, Renée J. Miller",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921727
2001,Extracting Business Logic from Existing COBOL Programs as a Basis for Redevelopment.,Harry M. Sneed,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921728
2001,An Algebraic Notation for Representing Threads in Object Oriented Software Comprehension.,"Giuseppe A. Di Lucca, Anna Rita Fasolino, Ugo de Carlini",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921729
2001,Spreading Knowledge about Gnutella: A Case Study in Understanding Net-Centric Applications.,"Scott R. Tilley, Mohan DeSouza",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921730
2001,Understanding and Improving the Maintenance Process: A Method and Two Case Studies.,"Lerina Aversano, Gerardo Canfora, Silvio Stefanucci",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921731
2001,Comparing Graph-Based Program Comprehension Tools to Relational Database-Based Tools.,"Carola Lange, Andreas Winter, Harry M. Sneed",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921732
2001,A Suite of Tools for Facilitating Reverse Engineering Using Formal Methods.,"Gerald C. Gannod, Betty H. C. Cheng",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921733
2001,GSEE: A Generic Software Exploration Environment.,Jean-Marie Favre,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921734
2001,Adoption of Reverse Engineering Tools: A Cognitive Perspective and Methodology.,"Iyad Zayour, Timothy Lethbridge",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921735
2001,A Software Evaluation Model Using Component Association Views.,Kamran Sartipi,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921736
2001,An Architectural Connectivity Metric and Its Support for Incremental Re-Architecting of Large Legacy Systems.,"Reinder J. Bril, André Postma",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921737
2001,A Method to Re-Organize Legacy Systems via Concept Analysis.,"Giuliano Antoniol, Massimiliano Di Penta, Gerardo Casazza, Ettore Merlo",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921738
2001,Hidden Dependencies in Program Comprehension and Change Propagation.,"Zhifeng Yu, Vaclav Rajlich",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921739
2001,Feature-Driven Program Understanding Using Concept Analysis of Execution Traces.,"Thomas Eisenbarth, Rainer Koschke, Daniel Simon",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921740
2001,Side-Effect Removal Transformation.,"Mark Harman, Malcolm Munro, Lin Hu, Xingyuan Zhang",http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921741
2001,Research Challenges in the Reverse Engineering Community.,Kenny Wong,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=921742
